id,title,description,availability,condition,price,link,image_link,brand,google_product_category
ABHK1,"MK Super Allen Hex Key Set of 9 Pieces - From 1.5 to10 mm","High-grade industrial MK Super Allen Hex Key Set of 9 Pieces - From 1.5 to10 mm. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,349.00 INR,https://abuzz.store/product/ABHK1,https://cdn.abuzz.store/products/ABHK1_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZBBC12,"Bevellee 12mm Bevelled Edge Chisel With PVC Handle","High-grade industrial Bevellee 12mm Bevelled Edge Chisel With PVC Handle. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,349.00 INR,https://abuzz.store/product/AZBBC12,https://cdn.abuzz.store/products/AZBBC12_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZBBC19,"Bevellee 19mm Bevelled Edge Chisel With PVC Handle","High-grade industrial Bevellee 19mm Bevelled Edge Chisel With PVC Handle. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,369.00 INR,https://abuzz.store/product/AZBBC19,https://cdn.abuzz.store/products/AZBBC19_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZBBC25,"Bevellee 25mm Bevelled Edge Chisel With PVC Handle","High-grade industrial Bevellee 25mm Bevelled Edge Chisel With PVC Handle. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,389.00 INR,https://abuzz.store/product/AZBBC25,https://cdn.abuzz.store/products/AZBBC25_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZBBC32,"Bevellee 32mm Bevelled Edge Chisel With PVC Handle","High-grade industrial Bevellee 32mm Bevelled Edge Chisel With PVC Handle. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,399.00 INR,https://abuzz.store/product/AZBBC32,https://cdn.abuzz.store/products/AZBBC32_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZBBC38,"Bevellee 38mm Bevelled Edge Chisel With PVC Handle","High-grade industrial Bevellee 38mm Bevelled Edge Chisel With PVC Handle. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,429.00 INR,https://abuzz.store/product/AZBBC38,https://cdn.abuzz.store/products/AZBBC38_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZWBBC12,"Bevellee 12mm Bevelled Edge Chisel With Wooden Handle","High-grade industrial Bevellee 12mm Bevelled Edge Chisel With Wooden Handle. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,369.00 INR,https://abuzz.store/product/AZWBBC12,https://cdn.abuzz.store/products/AZWBBC12_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZWBBC19,"Bevellee 19mm Bevelled Edge Chisel With Wooden Handle","High-grade industrial Bevellee 19mm Bevelled Edge Chisel With Wooden Handle. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,389.00 INR,https://abuzz.store/product/AZWBBC19,https://cdn.abuzz.store/products/AZWBBC19_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZWBBC25,"Bevellee 25mm Bevelled Edge Chisel With Wooden Handle","High-grade industrial Bevellee 25mm Bevelled Edge Chisel With Wooden Handle. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,399.00 INR,https://abuzz.store/product/AZWBBC25,https://cdn.abuzz.store/products/AZWBBC25_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZWBBC32,"Bevellee 32mm Bevelled Edge Chisel With Wooden Handle","High-grade industrial Bevellee 32mm Bevelled Edge Chisel With Wooden Handle. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,429.00 INR,https://abuzz.store/product/AZWBBC32,https://cdn.abuzz.store/products/AZWBBC32_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZWBBC38,"Bevellee 38mm Bevelled Edge Chisel With Wooden Handle","High-grade industrial Bevellee 38mm Bevelled Edge Chisel With Wooden Handle. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,449.00 INR,https://abuzz.store/product/AZWBBC38,https://cdn.abuzz.store/products/AZWBBC38_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZCDH14-250,"Flat Chisel for Demolition Hammer 14x250 mm","High-grade industrial Flat Chisel for Demolition Hammer 14x250 mm. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,349.00 INR,https://abuzz.store/product/AZCDH14-250,https://cdn.abuzz.store/products/AZCDH14-250_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZCDH17-280,"Flat Chisel for Demolition Hammer 17x280 mm","High-grade industrial Flat Chisel for Demolition Hammer 17x280 mm. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,399.00 INR,https://abuzz.store/product/AZCDH17-280,https://cdn.abuzz.store/products/AZCDH17-280_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZCDH17-400,"Flat Chisel for Demolition Hammer 17x400 mm","High-grade industrial Flat Chisel for Demolition Hammer 17x400 mm. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,499.00 INR,https://abuzz.store/product/AZCDH17-400,https://cdn.abuzz.store/products/AZCDH17-400_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZCDH18-400,"Flat Chisel for Demolition Hammer 18x400 mm","High-grade industrial Flat Chisel for Demolition Hammer 18x400 mm. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,499.00 INR,https://abuzz.store/product/AZCDH18-400,https://cdn.abuzz.store/products/AZCDH18-400_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZCG1,"Chemical Dispenser Rebaring Caulking Gun","High-grade industrial Chemical Dispenser Rebaring Caulking Gun. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,899.00 INR,https://abuzz.store/product/AZCG1,https://cdn.abuzz.store/products/AZCG1_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZCSC1,"Cumi Combination Stone","High-grade industrial Cumi Combination Stone. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,399.00 INR,https://abuzz.store/product/AZCSC1,https://cdn.abuzz.store/products/AZCSC1_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZDCO10,"10mm Drill Chuck","High-grade industrial 10mm Drill Chuck. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,349.00 INR,https://abuzz.store/product/AZDCO10,https://cdn.abuzz.store/products/AZDCO10_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZDCP13,"13mm Drill Chuck","High-grade industrial 13mm Drill Chuck. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,449.00 INR,https://abuzz.store/product/AZDCP13,https://cdn.abuzz.store/products/AZDCP13_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZDCS1,"SLZ Polishing Tuning Diamond Files Whetstone Plate Mini Diamond Coarse Stone Extra Fine 6 inch x 2 inch","High-grade industrial SLZ Polishing Tuning Diamond Files Whetstone Plate Mini Diamond Coarse Stone Extra Fine 6 inch x 2 inch. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,349.00 INR,https://abuzz.store/product/AZDCS1,https://cdn.abuzz.store/products/AZDCS1_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZDMM01,"Mercury MC-2310 10mm Drill Machine","High-grade industrial Mercury MC-2310 10mm Drill Machine. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,1899.00 INR,https://abuzz.store/product/AZDMM01,https://cdn.abuzz.store/products/AZDMM01_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZDMMRF,"Mercury MC-10R/F 10mm Drill Machine","High-grade industrial Mercury MC-10R/F 10mm Drill Machine. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,1999.00 INR,https://abuzz.store/product/AZDMMRF,https://cdn.abuzz.store/products/AZDMMRF_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZDMP01,"Panther Plus 10MM Drill Machine","High-grade industrial Panther Plus 10MM Drill Machine. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,1899.00 INR,https://abuzz.store/product/AZDMP01,https://cdn.abuzz.store/products/AZDMP01_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZDMPP13,"Panther Plus 13mm Power Impact Reverse Forward Rotation Drill Machine with Speed Regulator","High-grade industrial Panther Plus 13mm Power Impact Reverse Forward Rotation Drill Machine with Speed Regulator. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,2499.00 INR,https://abuzz.store/product/AZDMPP13,https://cdn.abuzz.store/products/AZDMPP13_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZEBP1,"Panther Electric Blower P-EB25","High-grade industrial Panther Electric Blower P-EB25. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,1899.00 INR,https://abuzz.store/product/AZEBP1,https://cdn.abuzz.store/products/AZEBP1_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZFF006,"Flat File Tool 6 Inch With PVC Handle","High-grade industrial Flat File Tool 6 Inch With PVC Handle. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,349.00 INR,https://abuzz.store/product/AZFF006,https://cdn.abuzz.store/products/AZFF006_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZFF008,"Flat File Tool 8 Inch With PVC Handle","High-grade industrial Flat File Tool 8 Inch With PVC Handle. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,399.00 INR,https://abuzz.store/product/AZFF008,https://cdn.abuzz.store/products/AZFF008_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZFF010,"Flat File Tool 10 Inch With PVC Handle","High-grade industrial Flat File Tool 10 Inch With PVC Handle. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,449.00 INR,https://abuzz.store/product/AZFF010,https://cdn.abuzz.store/products/AZFF010_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZFF012,"Flat File Tool 12 Inch With PVC Handle","High-grade industrial Flat File Tool 12 Inch With PVC Handle. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,499.00 INR,https://abuzz.store/product/AZFF012,https://cdn.abuzz.store/products/AZFF012_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZHF006,"Half Round File 6 Inches With PVC Handle","High-grade industrial Half Round File 6 Inches With PVC Handle. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,349.00 INR,https://abuzz.store/product/AZHF006,https://cdn.abuzz.store/products/AZHF006_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZHF008,"Half Round File 8 Inches With PVC Handle","High-grade industrial Half Round File 8 Inches With PVC Handle. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,399.00 INR,https://abuzz.store/product/AZHF008,https://cdn.abuzz.store/products/AZHF008_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZHF010,"Half Round File 10 Inches With PVC Handle","High-grade industrial Half Round File 10 Inches With PVC Handle. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,449.00 INR,https://abuzz.store/product/AZHF010,https://cdn.abuzz.store/products/AZHF010_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZHF012,"Half Round File 12 Inches With PVC Handle","High-grade industrial Half Round File 12 Inches With PVC Handle. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,499.00 INR,https://abuzz.store/product/AZHF012,https://cdn.abuzz.store/products/AZHF012_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZRF006,"Round File 6 Inches With PVC Handle","High-grade industrial Round File 6 Inches With PVC Handle. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,349.00 INR,https://abuzz.store/product/AZRF006,https://cdn.abuzz.store/products/AZRF006_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZRF008,"Round File 8 Inches With PVC Handle","High-grade industrial Round File 8 Inches With PVC Handle. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,399.00 INR,https://abuzz.store/product/AZRF008,https://cdn.abuzz.store/products/AZRF008_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZRF010,"Round File 10 Inches With PVC Handle","High-grade industrial Round File 10 Inches With PVC Handle. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,449.00 INR,https://abuzz.store/product/AZRF010,https://cdn.abuzz.store/products/AZRF010_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZRF012,"Round File 12 Inches With PVC Handle","High-grade industrial Round File 12 Inches With PVC Handle. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,499.00 INR,https://abuzz.store/product/AZRF012,https://cdn.abuzz.store/products/AZRF012_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZWFF6,"Wooden Handle Flat File Tool 6 Inch","High-grade industrial Wooden Handle Flat File Tool 6 Inch. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,399.00 INR,https://abuzz.store/product/AZWFF6,https://cdn.abuzz.store/products/AZWFF6_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZWFF8,"Wooden Handle Flat File Tool 8 Inch","High-grade industrial Wooden Handle Flat File Tool 8 Inch. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,449.00 INR,https://abuzz.store/product/AZWFF8,https://cdn.abuzz.store/products/AZWFF8_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZWFF10,"Wooden Handle Flat File Tool 10 Inch","High-grade industrial Wooden Handle Flat File Tool 10 Inch. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,499.00 INR,https://abuzz.store/product/AZWFF10,https://cdn.abuzz.store/products/AZWFF10_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZWFF12,"Wooden Handle Flat File Tool 12 Inch","High-grade industrial Wooden Handle Flat File Tool 12 Inch. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,549.00 INR,https://abuzz.store/product/AZWFF12,https://cdn.abuzz.store/products/AZWFF12_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZWHF6,"Wooden Handle Steel Cut Half Round File 6 Inches","High-grade industrial Wooden Handle Steel Cut Half Round File 6 Inches. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,399.00 INR,https://abuzz.store/product/AZWHF6,https://cdn.abuzz.store/products/AZWHF6_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZWHF8,"Wooden Handle Steel Cut Half Round File 8 Inches","High-grade industrial Wooden Handle Steel Cut Half Round File 8 Inches. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,449.00 INR,https://abuzz.store/product/AZWHF8,https://cdn.abuzz.store/products/AZWHF8_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZWHF10,"Wooden Handle Steel Cut Half Round File 10 Inches","High-grade industrial Wooden Handle Steel Cut Half Round File 10 Inches. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,499.00 INR,https://abuzz.store/product/AZWHF10,https://cdn.abuzz.store/products/AZWHF10_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZWHF12,"Wooden Handle Steel Cut Half Round File 12 Inches","High-grade industrial Wooden Handle Steel Cut Half Round File 12 Inches. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,549.00 INR,https://abuzz.store/product/AZWHF12,https://cdn.abuzz.store/products/AZWHF12_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZWRF6,"Wooden Handle Steel Cut Round File 6 Inch","High-grade industrial Wooden Handle Steel Cut Round File 6 Inch. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,399.00 INR,https://abuzz.store/product/AZWRF6,https://cdn.abuzz.store/products/AZWRF6_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZWRF8,"Wooden Handle Steel Cut Round File","High-grade industrial Wooden Handle Steel Cut Round File. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,449.00 INR,https://abuzz.store/product/AZWRF8,https://cdn.abuzz.store/products/AZWRF8_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZWRF10,"Wooden Handle Steel Cut Round File 10 Inch","High-grade industrial Wooden Handle Steel Cut Round File 10 Inch. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,499.00 INR,https://abuzz.store/product/AZWRF10,https://cdn.abuzz.store/products/AZWRF10_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZWRF12,"Wooden Handle Steel Cut Round File 12 Inch","High-grade industrial Wooden Handle Steel Cut Round File 12 Inch. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,549.00 INR,https://abuzz.store/product/AZWRF12,https://cdn.abuzz.store/products/AZWRF12_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZFHR06,"PVC Handle Set of 3 File Flat, Half Round, Round 6 Inches","High-grade industrial PVC Handle Set of 3 File Flat, Half Round, Round 6 Inches. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,499.00 INR,https://abuzz.store/product/AZFHR06,https://cdn.abuzz.store/products/AZFHR06_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZFHR08,"PVC Handle Set of 3 File Flat, Half Round, Round 8 Inches","High-grade industrial PVC Handle Set of 3 File Flat, Half Round, Round 8 Inches. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,599.00 INR,https://abuzz.store/product/AZFHR08,https://cdn.abuzz.store/products/AZFHR08_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZFHR10,"PVC Handle Set of 3 File Flat, Half Round, Round 10 Inches","High-grade industrial PVC Handle Set of 3 File Flat, Half Round, Round 10 Inches. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,699.00 INR,https://abuzz.store/product/AZFHR10,https://cdn.abuzz.store/products/AZFHR10_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZFHR12,"PVC Handle Set of 3 File Flat, Half Round, Round 12 Inches","High-grade industrial PVC Handle Set of 3 File Flat, Half Round, Round 12 Inches. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,799.00 INR,https://abuzz.store/product/AZFHR12,https://cdn.abuzz.store/products/AZFHR12_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZWFHR6,"Wooden Handle Set of 3 File Flat, Half Round, Round 6 Inches","High-grade industrial Wooden Handle Set of 3 File Flat, Half Round, Round 6 Inches. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,499.00 INR,https://abuzz.store/product/AZWFHR6,https://cdn.abuzz.store/products/AZWFHR6_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZWFHR8,"Wooden Handle Set of 3 File Flat, Half Round, Round 8 Inches","High-grade industrial Wooden Handle Set of 3 File Flat, Half Round, Round 8 Inches. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,599.00 INR,https://abuzz.store/product/AZWFHR8,https://cdn.abuzz.store/products/AZWFHR8_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZWFHR10,"Wooden Handle Set of 3 File Flat, Half Round, Round 10 Inches","High-grade industrial Wooden Handle Set of 3 File Flat, Half Round, Round 10 Inches. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,699.00 INR,https://abuzz.store/product/AZWFHR10,https://cdn.abuzz.store/products/AZWFHR10_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZWFHR12,"Wooden Handle Set of 3 File Flat, Half Round, Round 12 Inches","High-grade industrial Wooden Handle Set of 3 File Flat, Half Round, Round 12 Inches. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,799.00 INR,https://abuzz.store/product/AZWFHR12,https://cdn.abuzz.store/products/AZWFHR12_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZGCBMK10,"Super MK 10mm Granite Core Bit (Pack of 2)","High-grade industrial Super MK 10mm Granite Core Bit (Pack of 2). Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,499.00 INR,https://abuzz.store/product/AZGCBMK10,https://cdn.abuzz.store/products/AZGCBMK10_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZGCBMK12,"Super MK 12mm Granite Core Bit (Pack of 2)","High-grade industrial Super MK 12mm Granite Core Bit (Pack of 2). Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,599.00 INR,https://abuzz.store/product/AZGCBMK12,https://cdn.abuzz.store/products/AZGCBMK12_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZGCBMK14,"Super MK 14mm Granite Core Bit","High-grade industrial Super MK 14mm Granite Core Bit. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,399.00 INR,https://abuzz.store/product/AZGCBMK14,https://cdn.abuzz.store/products/AZGCBMK14_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZGCBMK16,"Super MK 16mm Granite Core Bit","High-grade industrial Super MK 16mm Granite Core Bit. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,449.00 INR,https://abuzz.store/product/AZGCBMK16,https://cdn.abuzz.store/products/AZGCBMK16_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZGCBMK18,"Super MK 18mm Granite Core Bit","High-grade industrial Super MK 18mm Granite Core Bit. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,499.00 INR,https://abuzz.store/product/AZGCBMK18,https://cdn.abuzz.store/products/AZGCBMK18_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
AZGCBMK20,"Super MK 20mm Granite Core Bit","High-grade industrial Super MK 20mm Granite Core Bit. Precision manufactured for extreme durability, long service life, and BIS quality compliance in Indian hardware and construction operations.",in stock,new,549.00 INR,https://abuzz.store/product/AZGCBMK20,https://cdn.abuzz.store/products/AZGCBMK20_img1.jpg,LXMI,"Business & Industrial > Industrial Supplies"
